1300,0,11.0.0.5,11.0.0.3
1300,0,11.0.0.5,11.0.0.3
1300,1,11.0.0.5,11.0.0.3
1300,1,11.0.0.5,11.0.0.3
1300,1,11.0.0.5,11.0.0.3
1300,2,11.0.0.5,11.0.0.3
1300,3,11.0.0.5,11.0.0.3
1300,3,11.0.0.5,11.0.0.3
1300,5,11.0.0.5,11.0.0.3
1300,5,11.0.0.5,11.0.0.3
1300,5,11.0.0.5,11.0.0.3
1300,6,11.0.0.5,11.0.0.3
1300,6,11.0.0.5,11.0.0.3
1300,8,11.0.0.5,11.0.0.3
1300,11,11.0.0.5,11.0.0.3
1300,11,11.0.0.5,11.0.0.3
1300,11,11.0.0.5,11.0.0.3
1300,13,11.0.0.5,11.0.0.3
1300,13,11.0.0.5,11.0.0.3
1300,14,11.0.0.5,11.0.0.3
1300,14,11.0.0.5,11.0.0.3
1300,16,11.0.0.5,11.0.0.3
1300,17,11.0.0.5,11.0.0.3
1300,17,11.0.0.5,11.0.0.3
1300,17,11.0.0.5,11.0.0.3
1300,18,11.0.0.5,11.0.0.3
1300,18,11.0.0.5,11.0.0.3
1300,18,11.0.0.5,11.0.0.3
1300,19,11.0.0.5,11.0.0.3
1300,19,11.0.0.5,11.0.0.3
1300,19,11.0.0.5,11.0.0.3
1300,20,11.0.0.5,11.0.0.3
1300,20,11.0.0.5,11.0.0.3
1300,20,11.0.0.5,11.0.0.3
1300,24,11.0.0.5,11.0.0.3
1300,25,11.0.0.5,11.0.0.3
1300,25,11.0.0.5,11.0.0.3
1300,25,11.0.0.5,11.0.0.3
1300,26,11.0.0.5,11.0.0.3
1300,30,11.0.0.5,11.0.0.3
1300,30,11.0.0.5,11.0.0.3
1300,32,11.0.0.5,11.0.0.3
1300,32,11.0.0.5,11.0.0.3
1300,32,11.0.0.5,11.0.0.3
1300,33,11.0.0.5,11.0.0.3
1300,35,11.0.0.5,11.0.0.3
1300,35,11.0.0.5,11.0.0.3
1300,35,11.0.0.5,11.0.0.3
1300,41,11.0.0.5,11.0.0.3
1300,41,11.0.0.5,11.0.0.3
1300,41,11.0.0.5,11.0.0.3
1300,43,11.0.0.5,11.0.0.3
1300,43,11.0.0.5,11.0.0.3
1300,44,11.0.0.5,11.0.0.3
1300,44,11.0.0.5,11.0.0.3
1300,45,11.0.0.5,11.0.0.3
1300,46,11.0.0.5,11.0.0.3
1300,47,11.0.0.5,11.0.0.3
1300,47,11.0.0.5,11.0.0.3
1300,49,11.0.0.5,11.0.0.3
1300,51,11.0.0.5,11.0.0.3
1300,51,11.0.0.5,11.0.0.3
1300,52,11.0.0.5,11.0.0.3
1300,53,11.0.0.5,11.0.0.3
1300,53,11.0.0.5,11.0.0.3
1300,54,11.0.0.5,11.0.0.3
1300,54,11.0.0.5,11.0.0.3
1300,57,11.0.0.5,11.0.0.3
1300,57,11.0.0.5,11.0.0.3
1300,57,11.0.0.5,11.0.0.3
1300,58,11.0.0.5,11.0.0.3
1300,59,11.0.0.5,11.0.0.3
1300,59,11.0.0.5,11.0.0.3
1300,59,11.0.0.5,11.0.0.3
1300,61,11.0.0.5,11.0.0.3
1300,61,11.0.0.5,11.0.0.3
1300,61,11.0.0.5,11.0.0.3
1300,62,11.0.0.5,11.0.0.3
1300,65,11.0.0.5,11.0.0.3
1300,65,11.0.0.5,11.0.0.3
1300,65,11.0.0.5,11.0.0.3
1300,66,11.0.0.5,11.0.0.3
1300,66,11.0.0.5,11.0.0.3
1300,66,11.0.0.5,11.0.0.3
1300,67,11.0.0.5,11.0.0.3
1300,67,11.0.0.5,11.0.0.3
1300,68,11.0.0.5,11.0.0.3
1300,68,11.0.0.5,11.0.0.3
1300,69,11.0.0.5,11.0.0.3
1300,69,11.0.0.5,11.0.0.3
1300,70,11.0.0.5,11.0.0.3
