1300,0,11.0.0.4,11.0.0.1
1300,0,11.0.0.4,11.0.0.1
1300,0,11.0.0.4,11.0.0.1
1300,1,11.0.0.4,11.0.0.1
1300,1,11.0.0.4,11.0.0.1
1300,1,11.0.0.4,11.0.0.1
1300,2,11.0.0.4,11.0.0.1
1300,4,11.0.0.4,11.0.0.1
1300,4,11.0.0.4,11.0.0.1
1300,4,11.0.0.4,11.0.0.1
1300,5,11.0.0.4,11.0.0.1
1300,5,11.0.0.4,11.0.0.1
1300,5,11.0.0.4,11.0.0.1
1300,6,11.0.0.4,11.0.0.1
1300,6,11.0.0.4,11.0.0.1
1300,8,11.0.0.4,11.0.0.1
1300,8,11.0.0.4,11.0.0.1
1300,9,11.0.0.4,11.0.0.1
1300,10,11.0.0.4,11.0.0.1
1300,10,11.0.0.4,11.0.0.1
1300,11,11.0.0.4,11.0.0.1
1300,11,11.0.0.4,11.0.0.1
1300,12,11.0.0.4,11.0.0.1
1300,12,11.0.0.4,11.0.0.1
1300,13,11.0.0.4,11.0.0.1
1300,13,11.0.0.4,11.0.0.1
1300,14,11.0.0.4,11.0.0.1
1300,14,11.0.0.4,11.0.0.1
1300,15,11.0.0.4,11.0.0.1
1300,15,11.0.0.4,11.0.0.1
1300,16,11.0.0.4,11.0.0.1
1300,18,11.0.0.4,11.0.0.1
1300,18,11.0.0.4,11.0.0.1
1300,19,11.0.0.4,11.0.0.1
1300,19,11.0.0.4,11.0.0.1
1300,20,11.0.0.4,11.0.0.1
1300,22,11.0.0.4,11.0.0.1
1300,22,11.0.0.4,11.0.0.1
1300,22,11.0.0.4,11.0.0.1
1300,25,11.0.0.4,11.0.0.1
1300,28,11.0.0.4,11.0.0.1
1300,29,11.0.0.4,11.0.0.1
1300,29,11.0.0.4,11.0.0.1
1300,29,11.0.0.4,11.0.0.1
1300,31,11.0.0.4,11.0.0.1
1300,31,11.0.0.4,11.0.0.1
1300,32,11.0.0.4,11.0.0.1
1300,33,11.0.0.4,11.0.0.1
1300,33,11.0.0.4,11.0.0.1
1300,33,11.0.0.4,11.0.0.1
1300,34,11.0.0.4,11.0.0.1
1300,34,11.0.0.4,11.0.0.1
1300,35,11.0.0.4,11.0.0.1
1300,35,11.0.0.4,11.0.0.1
1300,37,11.0.0.4,11.0.0.1
1300,37,11.0.0.4,11.0.0.1
1300,37,11.0.0.4,11.0.0.1
1300,38,11.0.0.4,11.0.0.1
1300,38,11.0.0.4,11.0.0.1
1300,39,11.0.0.4,11.0.0.1
1300,40,11.0.0.4,11.0.0.1
1300,40,11.0.0.4,11.0.0.1
1300,41,11.0.0.4,11.0.0.1
1300,41,11.0.0.4,11.0.0.1
1300,43,11.0.0.4,11.0.0.1
1300,43,11.0.0.4,11.0.0.1
1300,46,11.0.0.4,11.0.0.1
1300,48,11.0.0.4,11.0.0.1
1300,48,11.0.0.4,11.0.0.1
1300,48,11.0.0.4,11.0.0.1
1300,49,11.0.0.4,11.0.0.1
1300,50,11.0.0.4,11.0.0.1
1300,51,11.0.0.4,11.0.0.1
1300,51,11.0.0.4,11.0.0.1
1300,51,11.0.0.4,11.0.0.1
1300,53,11.0.0.4,11.0.0.1
1300,56,11.0.0.4,11.0.0.1
1300,56,11.0.0.4,11.0.0.1
1300,56,11.0.0.4,11.0.0.1
1300,59,11.0.0.4,11.0.0.1
1300,60,11.0.0.4,11.0.0.1
1300,60,11.0.0.4,11.0.0.1
1300,63,11.0.0.4,11.0.0.1
1300,63,11.0.0.4,11.0.0.1
1300,64,11.0.0.4,11.0.0.1
1300,64,11.0.0.4,11.0.0.1
1300,65,11.0.0.4,11.0.0.1
1300,65,11.0.0.4,11.0.0.1
1300,65,11.0.0.4,11.0.0.1
1300,66,11.0.0.4,11.0.0.1
1300,66,11.0.0.4,11.0.0.1
1300,66,11.0.0.4,11.0.0.1
1300,67,11.0.0.4,11.0.0.1
1300,67,11.0.0.4,11.0.0.1
1300,68,11.0.0.4,11.0.0.1
1300,68,11.0.0.4,11.0.0.1
1300,68,11.0.0.4,11.0.0.1
1300,69,11.0.0.4,11.0.0.1
1300,69,11.0.0.4,11.0.0.1
1300,70,11.0.0.4,11.0.0.1
1300,71,11.0.0.4,11.0.0.1
1300,71,11.0.0.4,11.0.0.1
1300,71,11.0.0.4,11.0.0.1
1300,72,11.0.0.4,11.0.0.1
1300,72,11.0.0.4,11.0.0.1
1300,75,11.0.0.4,11.0.0.1
1300,75,11.0.0.4,11.0.0.1
1300,75,11.0.0.4,11.0.0.1
1300,78,11.0.0.4,11.0.0.1
1300,78,11.0.0.4,11.0.0.1
1300,81,11.0.0.4,11.0.0.1
1300,84,11.0.0.4,11.0.0.1
1300,84,11.0.0.4,11.0.0.1
1300,86,11.0.0.4,11.0.0.1
1300,86,11.0.0.4,11.0.0.1
1300,88,11.0.0.4,11.0.0.1
1300,89,11.0.0.4,11.0.0.1
1300,89,11.0.0.4,11.0.0.1
1300,92,11.0.0.4,11.0.0.1
1300,92,11.0.0.4,11.0.0.1
1300,93,11.0.0.4,11.0.0.1
1300,93,11.0.0.4,11.0.0.1
1300,94,11.0.0.4,11.0.0.1
1300,94,11.0.0.4,11.0.0.1
